fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle
512.0,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1015,17.6,14.1,0.0,13.9,31,1020,17.6,40.4,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,899.5,0,29,0.0,0.0,0.0,0.0,899.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
499.2,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1011,17.6,14.1,0.0,13.1,31,1020,17.6,40.4,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,896.8,0,29,0.0,0.0,0.0,0.0,896.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1014,18.0,14.1,0.0,14.3,31,1020,18.0,40.4,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,899.8,0,29,0.0,0.0,0.0,0.0,899.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
524.8,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1036,18.0,15.2,0.0,14.3,31,1020,18.0,40.0,5.9,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,922.3,0,29,0.0,0.0,0.0,0.0,922.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
537.6,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1039,17.6,15.6,0.0,11.6,32,1020,17.6,40.8,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,927.5,0,29,0.0,0.0,0.0,0.0,927.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
524.8,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1038,17.6,15.6,0.0,10.9,32,1020,17.6,41.2,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,926.5,0,29,0.0,0.0,0.0,0.0,926.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
537.6,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,2.3,1035,17.6,15.6,0.0,10.9,32,1020,17.6,41.6,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,923.3,0,29,0.0,0.0,0.0,0.0,923.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
524.8,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1035,17.6,15.6,0.0,10.1,32,1020,17.6,41.6,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,922.5,0,29,0.0,0.0,0.0,0.0,922.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1030,17.6,15.6,0.0,11.3,32,1010,17.6,40.8,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,919.5,0,29,0.0,0.0,0.0,0.0,919.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1024,17.6,16.0,0.0,11.6,33,1010,17.6,40.8,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,912.3,0,29,0.0,0.0,0.0,0.0,912.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,1.6,0,0.0,14.1,0,0,0,0,2.3,1021,17.6,16.0,0.0,11.6,33,1010,17.6,40.8,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,908.0,0,30,0.0,0.0,0.0,0.0,908.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,1.6,0,0.0,14.1,0,0,0,0,2.3,1020,17.6,16.0,0.0,11.3,33,1010,17.6,40.8,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,909.3,0,30,0.0,0.0,0.0,0.0,909.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,1.6,0,0.0,14.1,0,0,0,0,2.3,1023,17.2,16.0,0.0,11.3,33,1010,17.2,40.8,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,910.0,0,30,0.0,0.0,0.0,0.0,910.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,1.6,0,0.0,14.1,0,0,0,0,2.3,1014,17.6,15.6,0.0,10.9,33,1000,17.6,40.8,6.6,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,901.0,0,30,0.0,0.0,0.0,0.0,901.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1010,17.6,15.6,0.0,10.9,33,1000,17.6,41.2,7.0,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,897.8,0,30,0.0,0.0,0.0,0.0,897.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
499.2,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1010,17.6,16.0,0.0,11.3,33,1000,17.6,40.8,8.6,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,896.8,0,30,0.0,0.0,0.0,0.0,896.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1010,17.6,16.0,0.0,11.6,33,1000,17.6,40.8,9.4,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,897.0,0,30,0.0,0.0,0.0,0.0,897.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
512.0,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1011,17.6,16.0,0.0,10.9,33,1000,17.6,40.8,9.4,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,898.0,0,30,0.0,0.0,0.0,0.0,898.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
486.4,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1007,17.6,16.0,0.0,11.3,34,1000,17.6,40.8,9.4,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,894.5,0,30,0.0,0.0,0.0,0.0,894.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
499.2,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1005,17.6,16.0,0.0,12.0,34,1000,17.6,40.8,9.4,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,892.5,0,30,0.0,0.0,0.0,0.0,892.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
486.4,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1007,17.6,16.0,0.0,11.3,34,1000,17.6,40.8,9.4,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,894.3,0,30,0.0,0.0,0.0,0.0,894.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
499.2,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1004,17.6,15.6,0.0,11.6,34,990,17.6,40.8,9.0,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,891.5,0,30,0.0,0.0,0.0,0.0,891.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
486.4,0.0,0.0,0.8,0,0.0,14.1,0,0,0,0,2.3,1002,17.2,16.0,0.0,10.5,35,990,17.2,40.8,9.4,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,889.8,0,30,0.0,0.0,0.0,0.0,889.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
486.4,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,996,17.6,16.0,0.0,12.4,35,990,17.6,40.4,9.0,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,883.0,0,30,0.0,0.0,0.0,0.0,883.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
486.4,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,1001,17.6,16.0,0.0,13.5,35,990,17.6,40.0,8.6,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,888.0,0,30,0.0,0.0,0.0,0.0,888.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
473.6,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,1001,17.2,16.0,0.0,13.1,35,990,17.2,40.0,8.6,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,888.8,0,30,0.0,0.0,0.0,0.0,888.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
473.6,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,995,17.2,16.0,0.0,12.0,36,990,17.2,40.0,9.0,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,882.8,0,30,0.0,0.0,0.0,0.0,882.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.1
486.4,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,993,17.2,16.0,0.0,11.6,36,990,17.2,40.4,9.0,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,879.3,0,30,0.0,0.0,0.0,0.0,879.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.3
473.6,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,994,17.2,16.0,0.0,12.0,36,990,17.2,40.4,9.0,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,881.5,0,30,0.0,0.0,0.0,0.0,881.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.3
499.2,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,994,17.6,16.0,0.0,12.0,36,990,17.6,40.4,9.0,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,880.8,0,30,0.0,0.0,0.0,0.0,880.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,3.3
473.6,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,995,17.2,16.0,0.0,12.0,36,980,17.2,40.0,8.6,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,882.8,0,31,0.0,0.0,0.0,0.0,882.8,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.7
486.4,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,988,17.2,16.0,0.0,10.1,36,980,17.2,40.4,9.4,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,875.8,0,31,0.0,0.0,0.0,0.0,875.8,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,2.8
460.8,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,994,17.2,16.0,0.0,12.8,36,980,17.2,39.6,8.6,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,881.3,0,31,0.0,0.0,0.0,0.0,881.3,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,4.4
460.8,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,991,16.8,16.0,0.0,13.1,36,970,16.8,39.2,8.6,62.5,0.0,280,1.0,15.0,508,0.0,500,0,1,879.3,0,31,0.0,0.0,0.0,0.0,879.3,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.1
448.0,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,982,17.2,16.0,0.0,12.4,37,970,17.2,39.6,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,869.5,0,31,0.0,0.0,0.0,0.0,869.5,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.0
460.8,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,983,17.2,16.0,0.0,12.0,37,970,17.2,39.6,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,870.8,0,31,0.0,0.0,0.0,0.0,870.8,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.0
460.8,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,984,16.8,16.0,0.0,11.6,37,970,16.8,39.6,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,871.3,0,31,0.0,0.0,0.0,0.0,871.3,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.0
448.0,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,979,17.2,16.0,0.0,12.4,37,970,17.2,39.6,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,867.5,0,31,0.0,0.0,0.0,0.0,867.5,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.0
473.6,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,982,16.8,16.0,0.0,11.3,38,970,16.8,40.0,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,870.0,0,31,0.0,0.0,0.0,0.0,870.0,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.0
448.0,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,973,17.2,16.0,0.0,11.6,38,970,17.2,40.0,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,860.8,0,31,0.0,0.0,0.0,0.0,860.8,0,0,0,0,-10.2,1,0.0,0.0,-10.2,0,3.0
460.8,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,976,16.8,16.0,0.0,11.3,38,970,16.8,40.0,9.0,62.1,0.0,280,1.0,15.0,508,0.0,500,0,1,864.5,0,31,0.0,0.0,0.0,0.0,864.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,3.0
512.0,0.0,0.0,-0.8,0,0.0,13.7,0,0,0,0,1.6,901,18.8,16.0,0.0,7.1,38,880,18.8,43.1,12.1,60.2,0.0,280,1.0,15.0,186,0.0,500,0,1,763.5,0,31,0.0,0.0,0.0,0.0,763.5,0,0,5,0,-10.2,2,0.0,0.0,-10.2,0,3.0
550.4,0.0,0.0,-3.1,0,0.0,14.1,0,0,0,0,1.6,788,23.4,16.4,0.0,3.8,39,800,23.4,52.5,18.0,57.8,0.0,280,1.0,15.0,322,0.0,500,0,1,127.5,1,31,0.0,0.0,0.0,0.0,127.5,0,0,5,0,-10.2,1,0.0,0.0,-10.2,0,2.0
537.6,0.0,0.0,-3.1,0,0.0,14.1,0,0,0,0,1.6,798,23.0,16.4,0.0,3.8,39,800,23.0,52.5,17.6,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,135.5,1,31,0.6,0.0,0.0,0.6,135.5,0,0,5,1,-10.2,1,0.0,0.0,-10.2,4,-19.4
512.0,0.0,0.0,-1.6,0,0.0,14.1,0,0,0,0,2.3,803,23.0,17.6,0.0,6.0,39,800,23.0,51.4,16.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,274.3,1,31,2.1,1.2,1.2,2.1,274.3,0,0,5,2,-10.2,1,0.0,0.0,-10.2,128,-155.7
486.4,0.0,0.0,-1.6,0,0.0,14.1,0,0,0,0,2.3,802,23.0,18.0,0.0,6.8,39,800,23.0,51.4,16.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,396.3,1,31,3.4,2.1,2.1,3.3,396.3,0,0,5,3,-10.2,1,0.0,0.0,-10.2,188,-348.8
473.6,0.0,0.0,-1.6,0,0.0,13.7,0,0,0,0,2.3,812,22.7,18.0,0.0,9.8,39,800,22.7,49.4,15.6,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,482.3,1,31,4.4,2.1,2.1,4.0,482.3,0,0,5,3,-10.2,1,0.0,0.0,-10.2,140,-494.8
486.4,0.0,0.0,-3.1,0,0.0,13.7,0,0,0,0,2.3,801,23.0,19.5,0.0,9.0,39,800,23.0,49.8,16.4,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,520.0,1,31,4.9,2.0,2.1,4.3,520.0,0,0,5,3,-10.2,1,0.0,0.0,-10.2,60,-539.9
550.4,0.0,1.4,-2.3,2,0.0,14.1,0,0,0,0,2.3,884,23.8,16.8,0.0,13.9,39,800,23.8,50.6,15.6,59.8,0.0,280,1.0,15.0,508,0.0,500,0,1,559.3,1,31,5.3,2.1,2.9,4.5,559.3,0,0,5,4,-10.2,1,0.0,0.0,-10.2,24,-500.9
576.0,0.0,2.8,-1.6,4,0.0,14.5,0,0,0,0,2.3,1011,23.8,16.0,0.0,15.4,39,800,23.8,49.0,13.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,668.0,1,31,6.3,3.2,4.1,5.6,668.0,0,0,5,5,-10.2,1,0.0,0.0,-10.2,64,-432.1
576.0,0.0,2.8,-1.6,4,0.0,14.5,0,0,0,0,1.6,1019,22.7,16.0,0.0,16.9,39,800,22.7,47.1,12.5,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,748.5,1,31,7.0,4.1,4.3,6.5,748.5,0,0,5,5,-10.2,1,0.0,0.0,-10.2,100,-324.1
537.6,0.0,2.4,-0.8,4,0.0,14.1,0,0,0,0,1.6,1031,22.3,16.0,0.0,19.5,40,800,22.3,45.5,10.9,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,804.8,1,31,7.3,5.2,6.0,7.0,804.5,0,0,5,6,-10.2,1,0.0,0.0,-10.2,144,-172.9
550.4,0.0,2.4,-1.6,4,0.0,14.1,0,0,0,0,1.6,1050,21.5,16.0,0.0,25.5,40,800,21.5,43.9,10.5,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,842.5,1,31,7.4,6.0,6.1,7.3,842.3,0,0,5,7,-10.2,1,0.0,0.0,-10.2,112,-55.7
448.0,0.0,0.5,-1.6,1,0.0,13.7,0,0,0,0,2.3,955,19.1,17.2,0.0,20.3,40,800,19.1,42.0,10.2,61.3,0.0,280,1.0,15.0,508,0.0,500,0,1,788.8,1,31,7.3,6.1,6.1,7.3,788.8,0,0,5,7,-10.2,1,0.0,0.0,-10.2,20,-36.3
448.0,0.0,0.0,-3.9,0,0.0,13.7,0,0,0,0,2.3,828,21.1,19.5,0.0,18.4,41,800,21.1,44.3,13.3,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,639.8,1,32,6.3,5.5,5.4,6.3,639.8,0,0,5,5,-10.2,2,0.0,0.0,-10.2,16,-15.4
460.8,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,825,22.3,19.5,0.0,16.1,41,800,22.3,47.5,14.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,514.8,1,32,4.3,4.0,4.0,4.3,514.5,0,0,5,4,-10.2,2,0.0,0.0,-10.2,0,-17.9
499.2,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,834,22.7,19.1,0.0,11.6,41,800,22.7,48.6,15.2,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,491.5,1,31,4.1,3.3,3.2,4.0,492.5,0,0,5,3,-10.2,2,0.0,0.0,-10.2,12,-28.1
499.2,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,836,23.4,19.1,0.0,12.8,42,800,23.4,49.4,15.6,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,349.3,1,32,2.9,2.1,2.1,2.8,350.5,0,0,5,2,-10.2,2,0.0,0.0,-10.2,8,-18.8
512.0,0.0,0.0,-3.9,0,0.0,14.1,0,0,0,0,2.3,832,23.0,19.1,0.0,9.0,42,800,23.0,50.6,16.0,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,309.5,1,32,2.5,2.0,2.0,2.4,309.0,0,0,5,2,-10.2,1,0.0,0.0,-10.2,0,-16.0
486.4,0.0,0.0,-3.1,0,0.0,14.1,0,0,0,0,2.3,832,23.0,19.1,0.0,9.0,42,800,23.0,50.6,16.0,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,424.0,1,32,3.4,2.2,2.1,3.4,423.5,0,0,5,4,-10.2,1,0.0,0.0,-10.2,68,41.6
486.4,0.0,0.0,-3.9,0,0.0,13.7,0,0,0,0,2.3,832,22.3,18.8,0.0,7.5,42,800,22.3,49.4,15.6,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,495.0,1,32,4.0,3.6,3.7,4.0,494.5,0,0,5,4,-10.2,1,0.0,0.0,-10.2,8,38.2
473.6,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,827,21.5,18.4,0.0,7.9,42,800,21.5,48.2,15.2,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,550.5,1,31,4.5,4.0,4.0,4.5,550.3,0,0,5,4,-10.2,2,0.0,0.0,-10.2,8,24.4
435.2,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,831,22.3,18.8,0.0,16.5,42,800,22.3,47.1,14.1,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,508.0,1,32,4.1,4.0,4.0,4.1,508.5,0,0,5,4,-10.2,1,0.0,0.0,-10.2,20,1.3
460.8,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,826,21.9,18.4,0.0,10.5,42,800,21.9,47.5,15.2,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,536.8,1,32,4.4,4.0,4.0,4.4,536.5,0,0,5,4,-10.2,1,0.0,0.0,-10.2,20,-25.3
448.0,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,825,21.9,18.4,0.0,9.8,42,800,21.9,47.8,15.6,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,552.8,1,32,4.6,4.0,4.0,4.6,552.8,0,0,5,4,-10.2,1,0.0,0.0,-10.2,0,-25.5
460.8,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,829,21.5,18.4,0.0,9.8,42,800,21.5,47.5,14.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,561.5,1,32,4.6,4.0,4.0,4.6,561.5,0,0,5,4,-10.2,1,0.0,0.0,-10.2,0,-11.5
448.0,0.0,0.0,-5.5,0,0.0,13.7,0,0,0,0,2.3,828,21.9,18.8,0.0,13.1,43,800,21.9,47.1,14.5,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,560.8,1,32,4.6,4.0,4.0,4.6,560.8,0,0,5,4,-10.2,1,0.0,0.0,-10.2,56,39.5
435.2,0.0,0.0,-4.7,0,0.0,13.7,0,0,0,0,2.3,823,21.9,18.8,0.0,14.6,43,800,21.9,47.1,14.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,498.3,1,32,4.0,3.3,3.3,4.0,498.3,0,0,5,3,-10.2,2,0.0,0.0,-10.2,0,40.0
499.2,0.0,0.0,-4.7,0,0.0,14.1,0,0,0,0,2.3,825,24.2,20.3,0.0,14.6,43,800,24.2,50.6,16.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,369.5,1,32,2.9,2.1,2.1,2.9,369.5,0,0,5,3,-10.2,1,0.0,0.0,-10.2,148,205.3
